n.country,n.id,n.srid, n.x, n.y,n.name
"VNM","saigonthuongtincommercialhochiminhcityvietnamvnm", 4326, 106, 16, "Saigon Thuong Tin Commercial"
"EST","eestikrediidipanktallinnestoniaest", 4326, 26, 59, "Eesti Krediidipank"
"GBR","bankofscotlandplclondonenglandgbr", 4326, 2, 54, "Bank of Scotland Plc"
"TUR","ingbankasistanbulturkeytur", 4326, 35, 39, "ING Bank A.S."
"THA","kasikornbankpubliccoltdbangkokthailandtha", 4326, 100, 15, "Kasikornbank Public Co Ltd"
"CHN","winghangbankchinalimitedshenzhenchinachn", 4326, 105, 35, "Wing Hang Bank"
"KAZ","nurbankjscalmatyrepofkazakhstankaz", 4326, 68, 48, "Nurbank JSC"
"CHE","habibbankagzurichzurichswitzerlandche", 4326, 8, 47, "Habib Bank A G Zurich"
"MDA","eximbankchisinaumoldovamda", 4326, 29, 47, "Eximbank"
"DNK","asjyskebankcopenhagendenmarkdnk", 4326, 10, 56, "AS Jyske Bank"
"IDN","ptbankocbcnisptbkjakartaindonesiaidn", 4326, 120, 5, "PT Bank Ocbc Nisp Tbk"
"PAN","bancouniversalsadavidpanamapan", 4326, 80, 9, "Banco Universal S.A."
"KOR","hanabankseoulkoreakor", 4326, 127.5, 37, "Hana Bank"
"RUS","internationalbankofstpetersburgibspstpetersburgrussiarus", 4326, 100, 60, "International Bank of St Petersburg Ibsp"
"CHE","efgbankagzurichswitzerlandche", 4326, 8, 47, "EFG Bank AG"
"HKG","shanghaicommercialbankltdhongkonghkg", 4326, 114.1667, 22.25, "Shanghai Commercial Bank Ltd."
"BEL","commerzbankagbrusselsbelgiumbel", 4326, 4, 50.8333, "Commerzbank AG"
"HKG","taishininternationalbankkowloonhongkonghkg", 4326, 114.1667, 22.25, "Taishin International Bank"
"HKG","esuncommercialbankltdwanchaihongkonghkg", 4326, 114.1667, 22.25, "E. Sun Commercial Bank Ltd"
"LUX","ubibancainternationalsaluxembourglux", 4326, 6.1667, 49.75, "Ubi Banca International SA"
"CHE","couttsbankvonernstltdswitzerlandche", 4326, 8, 47, "Coutts Bank Von Ernst Ltd"
"ARE","emiratesbankinternationallimitedunitedarabemiratesare", 4326, 54, 24, "Emirates Bank International Limited"
"RUS","rosbankrussiarus", 4326, 100, 60, "Rosbank"
"AUT","raiffeisenzentralbankaustriaaut", 4326, 13.3333, 47.3333, "Raiffeisen Zentralbank"
"EST","assampopanktallinnest", 4326, 26, 59, "AS Sampo Pank"
"LVA","aizraulklesbankalatvialva", 4326, 25, 57, "Aizraulkles Banka"
"DNK","danskebankasdenmarkdnk", 4326, 10, 56, "Danske Bank A/S"
"CYP","cypruspopularbankltdcypruscyp", 4326, 33, 35, "Cyprus Popular Bank Ltd"
"TUR","kuveytturkkatilimbankasiasturkeytur", 4326, 35, 39, "Kuveyt Turk Katilim Bankasi AS"
"TUR","turkiyefinanskatilimbankasiasturkeytur", 4326, 35, 39, "Turkiye Finans Katilim Bankasi AS"
"MDA","victoriabankchisinaumoldovamda", 4326, 29, 47, "Victoriabank"
"IND","bankofmaharashtramumbaiindiaind", 4326, 77, 20, "Bank of Maharashtra"
"RUS","russianstandardbankmoscowrussiarus", 4326, 100, 60, "Russian Standard Bank"
"RUS","vozrozhdeniemoscowrussianfederationrus", 4326, 100, 60, "Vozrozhdenie"
"CHE","banquedecommerceetdeplacementssagenevache", 4326, 8, 47, "Banque De Commerce Et De Placements S A"
"ARE","emiratesnbdbankpjscdubaiuaeare", 4326, 54, 24, "Emirates Nbd Bank Pjsc"
"CHN","pinganbankcoltdeastshenzhenchinachn", 4326, 105, 35, "Ping An Bank Co Ltd"
"CUW","southamericaninternationalbankofcuracaowillemstadcuracaocuw", 4326, 68.974, 12.184775, "South American International Bank of Curacao"
"GBR","barclaysbankplcukknightsbridgegbr", 4326, 2, 54, "Barclays Bank Plc"
"THA","bangkokbankpubliccompanylimitedbangkokthailandtha", 4326, 100, 15, "Bangkok Bank Public Company Limited"
"RUS","moscowindustrialbankmoscowrussiarus", 4326, 100, 60, "Moscow Industrial Bank"
"GHA","stanbicbankghanaltdghanagha", 4326, 2, 8, "Stanbic Bank Ghana Ltd"
"CHE","banquedecommerceetdeplacementsgenevaswitzerlandche", 4326, 8, 47, "Banque De Commerce Et De Placements"
"LUX","skandinaviskaenskildabankenluxembourglux", 4326, 6.1667, 49.75, "Skandinaviska Enskilda Banken"
"HUN","otpbankplcbudapesthungaryhun", 4326, 20, 47, "Otp Bank Plc"
"MCO","andbancmonacomontecarlomonacomco", 4326, 7.4, 43.7333, "Andbanc Monaco"
"GGY","kleinwortbensonstpeterportguernseyggy", 4326, 2.56, 49.5, "Kleinwort Benson"
"RUS","deutschebankooorussiarus", 4326, 100, 60, "Deutsche Bank Ooo"
"HKG","dbsbankhongkongltdhongkonghkg", 4326, 114.1667, 22.25, "DBS Bank"
"PHL","unitedcoconutplantersbankmanilaphilippinesphl", 4326, 122, 13, "United Coconut Planters Bank"
"ARE","noorislamicbankdubaiunitedarabemiratesare", 4326, 54, 24, "Noor Islamic Bank"
"KAZ","halyksavingsbankofkazakstanalmatykazakhstankaz", 4326, 68, 48, "Halyk Savings Bank of Kazakstan"
"RUS","bandnbankmoscowrussiarus", 4326, 100, 60, "B And N Bank"
"KHM","firstcommercialbankphnompenhbrphnompenhcambodiakhm", 4326, 105, 13, "First Commercial Bank Phnom Penh Br"
"PHL","metropolitanbankandtrustcomanilaphilippinesphl", 4326, 122, 13, "Metropolitan Bank And Trust Co"
"CHN","bankofchinabeijingchinachn", 4326, 105, 35, "Bank of China"
"MCO","creditsuissemonacomontecarlomonacomco", 4326, 7.4, 43.7333, "Credit Suisse"
"VNM","jointstockcommercialbankforforeigntradeofvietnamhanoivietnamvnm", 4326, 106, 16, "Joint Stock Commercial Bank For Foreign Trade of Vietnam"
"RUS","bankforforeigntradeofrussiamoscowrurus", 4326, 100, 60, "Bank For Foreign Trade of Russia"
"NLD","abnamrobanknvamsterdamnld", 4326, 5.75, 52.5, "ABN Amro Bank N.V."
"RUS","sberbankmoscowrurus", 4326, 100, 60, "Sberbank"
"AUT","capitalbankgrawegruppeaggrazaustriaaut", 4326, 13.3333, 47.3333, "Capital Bank Grawe Gruppe Ag"
"UKR","ingbankukrainekievukraineukr", 4326, 32, 49, "ING Bank Ukraine"
"DEU","landesbankbadenwuerttembergstuttgartgermanydeu", 4326, 9, 51, "Landesbank BadenWuerttemberg"
"RUS","savingsbankofrussianfederationmoscowrussiarus", 4326, 100, 60, "Savings Bank of Russian Federation"
"RUS","mdmbankopenjointstockcompanymoscowrussiarus", 4326, 100, 60, "Mdm Bank"
"KAZ","eurasiandevelopmentbankalmatykazakhstankaz", 4326, 68, 48, "Eurasian Development Bank"
"EST","sebbankestoniatallinnestoniaest", 4326, 26, 59, "SEB Bank Estonia"
"MDA","moldovaagroindbanksachisinaumoldovamda", 4326, 29, 47, "Moldova Agroindbank S.A. "
"IND","bankofmaharashtranakikindiaind", 4326, 77, 20, "Bank of Maharashtra"
"GBR","creditsuissesecuritieslondonenglandgbr", 4326, 2, 54, "Credit Suisse Securities"
"CYP","bankofcyprusplcexcyprusnicosiacypruscyp", 4326, 33, 35, "Bank of Cyprus Plc Ex Cyprus"
"UKR","firstukrainianintlbankdonetskukraineukr", 4326, 32, 49, "First Ukrainian IntL Bank"
"RUS","bankvtb24russiarus", 4326, 100, 60, "Bank VTB 24"
"CHE","creditsuisseswitzerlandltdswitzerlandche", 4326, 8, 47, "Credit Suisse Switzerland Ltd"
"HKG","bankofeastasiahongkonghkg", 4326, 114.1667, 22.25, "Bank of East Asia"
"RUS","jointstockcompanyalfabankmoscowrussiarus", 4326, 100, 60, "Joint Stock Company AlfaBank"
"AUS","macquariebankltdsydneyaustraliaaus", 4326, 133, 27, "Macquarie Bank Ltd"
"ESP","bancoatlanticospainesp", 4326, 4, 40, "Banco Atlantico"
"LVA","rietumubankalatvialva", 4326, 25, 57, "Rietumu Banka"
"LVA","norvikbankalatvialva", 4326, 25, 57, "Norvik Banka"
"CHE","bankjuliusbaerswitzerlandche", 4326, 8, 47, "Bank Julius Baer"
"CYP","russiancommercialbankcypruscypruscyp", 4326, 33, 35, "Russian Commercial Bank Cyprus"
"CYP","bankofcypruspubliccypruscyp", 4326, 33, 35, "Bank of Cyprus Public"
"CYP","hellenicbankcypruscyp", 4326, 33, 35, "Hellenic Bank"
"LVA","parexcitadelebankalatvialva", 4326, 25, 57, "Parex/Citadele Banka"
"CHE","creditsuisseswitzerlandche", 4326, 8, 47, "Credit Suisse"
"LVA","parexbankcitadelebankalatvialva", 4326, 25, 57, "Parex Bank/Citadele Banka"
"RUS","bankzenitrussiarus", 4326, 100, 60, "Bank Zenit"
"JOR","jordankuwaitbankammanjordanjor", 4326, 36, 31, "Jordan Kuwait Bank"
"JAM","rbttbankjamaicaltdkingstonjamaicajam", 4326, 77.5, 18.25, "RBTT Bank Jamaica Ltd"
"AUS","bankofwesternaustralialtdperthaustraliaaus", 4326, 133, 27, "Bank of Western Australia Ltd"
"UKR","closedjointstockcompanyotpbkkievukraineukr", 4326, 32, 49, "Closed JointStock Company Otp Bk"
"CYP","bankofcypruspclcypruscyp", 4326, 33, 35, "Bank of Cyprus Pcl"
"LBN","bankofbeirutsalbeirutlebanonlbn", 4326, 35.8333, 33.8333, "Bank of Beirut S.A.L."
"JPN","thehokkaidobankltdtokyojapanjpn", 4326, 138, 36, "The Hokkaido Bank Ltd."
"NLD","abnamroclearingbanknvamsterdamnetherlandsnld", 4326, 5.75, 52.5, "ABN Amro Clearing Bank N.V."
"EGY","albarakabankegyptgizaegyptegy", 4326, 30, 27, "Albaraka Bank Egypt"
"PHL","bancodeorounibankincphilippinesphl", 4326, 122, 13, "Banco De Oro Unibank Inc."
"GBR","lloydstsbbankplcunitedkingdomgbr", 4326, 2, 54, "Lloyds TSB Bank Plc"
"BMU","bankofntbutterfieldhamiltonbermudabmu", 4326, 64.75, 32.3333, "Bank of N.T. Butterfield"
"LUX","skandinaviskaenskildabankensaluxembourglux", 4326, 6.1667, 49.75, "Skandinaviska Enskilda Banken S.A."
"HRV","raiffeisenbankaustriaddzagrebzagrebcroatiahrv", 4326, 15.5, 45.1667, "Raiffeisenbank Austria D.D.  Zagreb"
"IDN","ptbankcimbniagatbkjakartaindonesiaidn", 4326, 120, 5, "PT Bank CIMB Niaga Tbk"
"ITA","bancapopolaredimilanoscarlmilanoitalyita", 4326, 12.8333, 42.8333, "Banca Popolare Di Milano S.C.A.R.L."
"DJI","bqepourlecommetiindmerrougedjiboutidji", 4326, 43, 11.5, "Bqe Pour Le Comm Et IIndMer Rouge"
"MUS","standardbankmauritiuslimitedmauritiusmus", 4326, 57.55, 20.2833, "Standard Bank"
"UKR","nadrabankukraineukr", 4326, 32, 49, "Nadra Bank"
"UKR","prominvestbankukraineukr", 4326, 32, 49, "Prominvest Bank"
"GBR","lloydstsbbankplcenglandgbr", 4326, 2, 54, "Lloyds TSB Bank Plc"
"RUS","ojscpromsvyazbankrussiarus", 4326, 100, 60, "Ojsc Promsvyazbank"
"URY","banqueheritageuruguaysauruguayury", 4326, 56, 33, "Banque Heritage Uruguay SA"
"FRA","bnpparibasparisparisfrancefra", 4326, 2, 46, "Bnp Paribas Paris"
"CHE","zuercherkantonalbankswitzerlandche", 4326, 8, 47, "Zuercher Kantonalbank"
"MDA","bancadeeconomiiamoldoveichisinaumoldovamda", 4326, 29, 47, "Banca De Economii A Moldovei"
"BEL","ingbelgiumsabelgiumbel", 4326, 4, 50.8333, "ING Belgium SA"
"LVA","balticinternationalbanklatvialva", 4326, 25, 57, "Baltic International Bank"
"TUR","tcziraatbankasiasturkeytur", 4326, 35, 39, "T C Ziraat Bankasi AS"
"DEU","landesbankbadenwuerttemberggermanydeu", 4326, 9, 51, "Landesbank BadenWuerttemberg"
"IND","kotakmahindrabanklimitedmumbaiindiaind", 4326, 77, 20, "Kotak Mahindra Bank Limited"
"CHE","falconprivatebankltdswitzerlandche", 4326, 8, 47, "Falcon Private Bank Ltd"
"LVA","ablvbankasrigalatvialatvialva", 4326, 25, 57, "ABLV Bank AS Riga Latvia"
"LVA","asprivatbanklatvialva", 4326, 25, 57, "AS PrivatBank"
"LVA","asexpobanklatvialva", 4326, 25, 57, "AS Expobank"
"NLD","ingbanknetherlandnvnetherlandsnld", 4326, 5.75, 52.5, "ING Bank Netherland N V"
